,,,,,,,,,,,,,,,,,,,,,visivel
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
TÍTULO,EDIÇÃO,EDITORA,CATEGORIA,LIDO,OBS,INCLUSAO,,,,,,,,,,,,,,,
A SAGA DO HOMEM ARANHA PRIMEIRA TEMPORADA,23,PANINI,HQ,NÃO,,,,,,,,,,,,,,,,,
A SAGA DO HOMEM ARANHA PRIMEIRA TEMPORADA,24,PANINI,HQ,NÃO,,,,,,,,,,,,,,,,,
A SAGA DO HOMEM ARANHA SEGUNDA TEMPORADA,1,PANINI,HQ,NÃO,,,,,,,,,,,,,,,,,
A SAGA DO HOMEM ARANHA SEGUNDA TEMPORADA,2,PANINI,HQ,NÃO,,,,,,,,,,,,,,,,,
A SAGA DO HOMEM ARANHA SEGUNDA TEMPORADA,3,PANINI,HQ,NÃO,,,,,,,,,,,,,,,,,
A SAGA DO HOMEM ARANHA SEGUNDA TEMPORADA,4,PANINI,HQ,NÃO,,,,,,,,,,,,,,,,,
A SAGA DO HOMEM ARANHA SEGUNDA TEMPORADA,5,PANINI,HQ,NÃO,,,,,,,,,,,,,,,,,
A SAGA DO HOMEM ARANHA SEGUNDA TEMPORADA,6,PANINI,HQ,NÃO,,,,,,,,,,,,,,,,,
A SAGA DO HOMEM ARANHA SEGUNDA TEMPORADA,7,PANINI,HQ,NÃO,,,,,,,,,,,,,,,,,
A SAGA DO HOMEM ARANHA SEGUNDA TEMPORADA,8,PANINI,HQ,NÃO,,,,,,,,,,,,,,,,,
A SAGA DO HOMEM ARANHA SEGUNDA TEMPORADA,9,PANINI,HQ,NÃO,,,,,,,,,,,,,,,,,
A SAGA DO HOMEM ARANHA SEGUNDA TEMPORADA,10,PANINI,HQ,NÃO,,,,,,,,,,,,,,,,,
A SAGA DO HOMEM ARANHA SEGUNDA TEMPORADA,11,PANINI,HQ,NÃO,,,,,,,,,,,,,,,,,
A SAGA DO HOMEM ARANHA SEGUNDA TEMPORADA,12,PANINI,HQ,NÃO,,18/05/2026,,,,,,,,,,,,,,,
